FID,AsRecordedID,SpeciesID,Species_name
SpeciesList.1547,1547,1547,Coris pictoides
SpeciesList.1549,1549,1549,Cyclichthys orbicularis
SpeciesList.1551,1551,1551,Cyprinocirrhites polyactis
SpeciesList.1552,1552,1552,Dactylopus dactylopus
SpeciesList.1553,1553,1553,Dascyllus aruanus
SpeciesList.1554,1554,1554,Dascyllus reticulatus
SpeciesList.1555,1555,1555,Dascyllus trimaculatus
SpeciesList.1557,1557,1557,Decapterus macarellus
SpeciesList.1559,1559,1559,Dendrochirus brachypterus
SpeciesList.1560,1560,1560,Dendrochirus zebra
SpeciesList.1561,1561,1561,Diadema savignyi
SpeciesList.1562,1562,1562,Diadema setosum
SpeciesList.1563,1563,1563,Diademichthys lineatus
SpeciesList.1564,1564,1564,Diagramma labiosum
SpeciesList.1565,1565,1565,Diodon holocanthus
SpeciesList.1566,1566,1566,Diodon hystrix
SpeciesList.1567,1567,1567,Diodon liturosus
SpeciesList.1568,1568,1568,Diploprion bifasciatum
SpeciesList.1571,1571,1571,Echidna nebulosa
SpeciesList.1572,1572,1572,Echinometra mathaei
SpeciesList.1574,1574,1574,Echinostrephus molaris
SpeciesList.1575,1575,1575,Ecsenius bicolor
SpeciesList.1579,1579,1579,Epibulus insidiator
SpeciesList.1580,1580,1580,Epinephelus areolatus
SpeciesList.1582,1582,1582,Epinephelus corallicola
SpeciesList.1583,1583,1583,Epinephelus daemelii
SpeciesList.1584,1584,1584,Epinephelus fasciatus
SpeciesList.1586,1586,1586,Eubalichthys caeruleoguttatus
SpeciesList.1587,1587,1587,Eucrossorhinus dasypogon
SpeciesList.1590,1590,1590,Fistularia petimba
SpeciesList.1591,1591,1591,Forcipiger flavissimus
SpeciesList.1592,1592,1592,Fromia indica
SpeciesList.1593,1593,1593,Fromia monilis
SpeciesList.1595,1595,1595,Girella cyanea
SpeciesList.1596,1596,1596,Gnathanodon speciosus
SpeciesList.1600,1600,1600,Gomphosus varius
SpeciesList.1602,1602,1602,Grammistes sexlineatus
SpeciesList.1603,1603,1603,Gymnanthenea globigera
SpeciesList.1604,1604,1604,Gymnapistes marmoratus
SpeciesList.1606,1606,1606,Gymnothorax eurostus
SpeciesList.1607,1607,1607,Gymnothorax favagineus
SpeciesList.1608,1608,1608,Gymnothorax flavimarginatus
SpeciesList.1609,1609,1609,Gymnothorax undulatus
SpeciesList.1610,1610,1610,Halgerda graphica
SpeciesList.1611,1611,1611,Halgerda punctata
SpeciesList.1612,1612,1612,Halgerda willeyi
SpeciesList.1613,1613,1613,Halichoeres brownfieldi
SpeciesList.1614,1614,1614,Halichoeres chrysus
SpeciesList.1615,1615,1615,Halichoeres hortulanus
SpeciesList.1616,1616,1616,Halichoeres marginatus
SpeciesList.1617,1617,1617,Halichoeres trimaculatus
SpeciesList.1618,1618,1618,Haliotis laevigata
SpeciesList.1619,1619,1619,Haliotis laevigata
SpeciesList.1620,1620,1620,Haliotis rubra
SpeciesList.1621,1621,1621,Haliotis rubra
SpeciesList.1623,1623,1623,Hemigymnus fasciatus
SpeciesList.1624,1624,1624,Hemigymnus melapterus
SpeciesList.1625,1625,1625,Heniochus diphreutes
SpeciesList.1628,1628,1628,Heterocentrotus mammillatus
SpeciesList.1629,1629,1629,Heterodontus portusjacksoni egg
SpeciesList.1631,1631,1631,Hippocampus angustus
SpeciesList.1634,1634,1634,Holothuria edulis
SpeciesList.1635,1635,1635,Holothuria nobilis
SpeciesList.1637,1637,1637,Hyperlophus vittatus
SpeciesList.1639,1639,1639,Hypoplectrodes wilsoni
SpeciesList.1640,1640,1640,Hypselodoris obscura
SpeciesList.1641,1641,1641,Jasus edwardsii
SpeciesList.1642,1642,1642,Jasus edwardsii
SpeciesList.1643,1643,1643,Jasus verreauxi
SpeciesList.1644,1644,1644,Jasus verreauxi
SpeciesList.1645,1645,1645,Kyphosus bigibbus
SpeciesList.1646,1646,1646,Kyphosus cinerascens
SpeciesList.1649,1649,1649,Kyphosus vaigiensis
SpeciesList.1650,1650,1650,Labracinus lineatus
SpeciesList.1651,1651,1651,Labrichthys unilineatus
SpeciesList.1652,1652,1652,Labroides bicolor
SpeciesList.1653,1653,1653,Lactoria diaphana
SpeciesList.1654,1654,1654,Lactoria fornasini
SpeciesList.1656,1656,1656,Leiaster leachii
SpeciesList.1658,1658,1658,Lethrinus atkinsoni
SpeciesList.1659,1659,1659,Lethrinus microdon
SpeciesList.1660,1660,1660,Lethrinus miniatus
SpeciesList.1661,1661,1661,Lethrinus nebulosus
SpeciesList.1662,1662,1662,Lethrinus variegatus
SpeciesList.1663,1663,1663,Linckia guildingi
SpeciesList.1664,1664,1664,Linckia laevigata
SpeciesList.1665,1665,1665,Linckia multifora
SpeciesList.1667,1667,1667,Lutjanus carponotatus
SpeciesList.1668,1668,1668,Lutjanus fulviflamma
SpeciesList.1669,1669,1669,Lutjanus kasmira
SpeciesList.1671,1671,1671,Lutjanus quinquelineatus
SpeciesList.1672,1672,1672,Lutjanus sebae
SpeciesList.1673,1673,1673,Lutjanus vitta
SpeciesList.1674,1674,1674,Macropharyngodon meleagris
SpeciesList.1675,1675,1675,Macropharyngodon ornatus
SpeciesList.1676,1676,1676,Malacanthus brevirostris
SpeciesList.1677,1677,1677,Meiacanthus grammistes
SpeciesList.1678,1678,1678,Melichthys niger
SpeciesList.1679,1679,1679,Melichthys vidua
SpeciesList.1682,1682,1682,Monotaxis grandoculis
SpeciesList.1683,1683,1683,Morula marginalba
SpeciesList.1685,1685,1685,Myripristis kuntee
SpeciesList.1686,1686,1686,Myripristis murdjan
SpeciesList.1687,1687,1687,Naso brevirostris
SpeciesList.1688,1688,1688,Anthenea australiae
SpeciesList.1689,1689,1689,Nemadactylus douglasii
SpeciesList.1690,1690,1690,Nembrotha milleri
SpeciesList.1691,1691,1691,Neoglyphidodon melas
SpeciesList.1692,1692,1692,Neoglyphidodon nigroris
SpeciesList.1693,1693,1693,Neoglyphidodon polyacanthus
SpeciesList.1694,1694,1694,Neoniphon sammara
SpeciesList.1704,1704,1704,Ophiclinus gracilis
SpeciesList.1705,1705,1705,Ophiclinus ningulus
SpeciesList.1709,1709,1709,Apogon flavus
SpeciesList.1710,1710,1710,Apogon norfolcensis
SpeciesList.1711,1711,1711,Ostracion meleagris
SpeciesList.1712,1712,1712,Oxymonacanthus longirostris
SpeciesList.1713,1713,1713,Pagrus auratus
SpeciesList.1714,1714,1714,Panulirus cygnus
SpeciesList.1715,1715,1715,Panulirus cygnus
SpeciesList.1716,1716,1716,Panulirus longipes
SpeciesList.1717,1717,1717,Paracirrhites arcatus
SpeciesList.1718,1718,1718,Paracirrhites forsteri
SpeciesList.1719,1719,1719,Parapercis clathrata
SpeciesList.1720,1720,1720,Parapercis multiplicata
SpeciesList.1724,1724,1724,Parma bicolor
SpeciesList.1725,1725,1725,Parupeneus barberinoides
SpeciesList.1727,1727,1727,Parupeneus ciliatus
SpeciesList.1728,1728,1728,Parupeneus cyclostomus
SpeciesList.1729,1729,1729,Parupeneus indicus
SpeciesList.1730,1730,1730,Parupeneus multifasciatus
SpeciesList.1731,1731,1731,Parupeneus spilurus
SpeciesList.1732,1732,1732,Pastinachus sephen
SpeciesList.1736,1736,1736,Pelates quadrilineatus
SpeciesList.1737,1737,1737,Pempheris analis
SpeciesList.1738,1738,1738,Pempheris schwenkii
SpeciesList.1740,1740,1740,Petroscirtes mitratus
SpeciesList.1742,1742,1742,Phyllacanthus imperialis
SpeciesList.1743,1743,1743,Platax batavianus
SpeciesList.1744,1744,1744,Platax orbicularis
SpeciesList.1745,1745,1745,Platax pinnatus
SpeciesList.1746,1746,1746,Platax teira
SpeciesList.1749,1749,1749,Plectorhinchus chaetodonoides
SpeciesList.1750,1750,1750,Plectorhinchus gibbosus
SpeciesList.1751,1751,1751,Plectorhinchus picus
SpeciesList.1752,1752,1752,Plectorhinchus polytaenia
SpeciesList.1753,1753,1753,Plectroglyphidodon dickii
SpeciesList.1754,1754,1754,Plectroglyphidodon johnstonianus
SpeciesList.1755,1755,1755,Plectroglyphidodon lacrymatus
SpeciesList.1756,1756,1756,Plectropomus leopardus
SpeciesList.1757,1757,1757,Plectropomus maculatus
SpeciesList.1758,1758,1758,Pomacanthus imperator
SpeciesList.1759,1759,1759,Pomacanthus semicirculatus
SpeciesList.1761,1761,1761,Pomacentrus moluccensis
SpeciesList.1763,1763,1763,Priacanthus hamrur
SpeciesList.1764,1764,1764,Priolepis cincta
SpeciesList.1765,1765,1765,Prionocidaris callista
SpeciesList.1766,1766,1766,Prionurus maculatus
SpeciesList.1767,1767,1767,Pseudanthias rubrizonatus
SpeciesList.1768,1768,1768,Pseudobalistes fuscus
SpeciesList.1769,1769,1769,Pseudocheilinus hexataenia
SpeciesList.1771,1771,1771,Pteraeolidia ianthina
SpeciesList.1774,1774,1774,Rhabdamia gracilis
SpeciesList.1775,1775,1775,Rhinecanthus aculeatus
SpeciesList.1776,1776,1776,Rhinecanthus rectangulus
SpeciesList.1777,1777,1777,Rhinoclavis fasciata
SpeciesList.1778,1778,1778,Rhycherus filamentosus
SpeciesList.1780,1780,1780,Salarias fasciatus
SpeciesList.1781,1781,1781,Sargocentron diadema
SpeciesList.1782,1782,1782,Sargocentron rubrum
SpeciesList.1783,1783,1783,Sassia verrucosa
SpeciesList.1784,1784,1784,Saurida gracilis
SpeciesList.1785,1785,1785,Scarus dimidiatus
SpeciesList.1786,1786,1786,Scarus frenatus
SpeciesList.1787,1787,1787,Scarus longipinnis
SpeciesList.1789,1789,1789,Scarus rivulatus
SpeciesList.1793,1793,1793,Scolopsis bilineata
SpeciesList.1795,1795,1795,Scorpaena cookii
SpeciesList.1796,1796,1796,Scorpaena sumptuosa
SpeciesList.1797,1797,1797,Sepia mestus
SpeciesList.1801,1801,1801,Siganus lineatus
SpeciesList.1803,1803,1803,Siganus punctatus
SpeciesList.1804,1804,1804,Siganus spinus
SpeciesList.1805,1805,1805,Siganus virgatus
SpeciesList.1810,1810,1810,Spratelloides robustus
SpeciesList.1811,1811,1811,Stegastes apicalis
SpeciesList.1812,1812,1812,Stegastes fasciolatus
SpeciesList.1814,1814,1814,Stethojulis bandanensis
SpeciesList.1815,1815,1815,Thuridilla albopustulosa
SpeciesList.1818,1818,1818,Symphorus nematophorus
SpeciesList.1819,1819,1819,Synodus dermatogenys
SpeciesList.1821,1821,1821,Taeniura meyeni
SpeciesList.1823,1823,1823,Terapon jarbua
SpeciesList.1825,1825,1825,Thais echinata
SpeciesList.1828,1828,1828,Thalassoma purpureum
SpeciesList.1829,1829,1829,Thamnaconus analis
SpeciesList.1834,1834,1834,Trachypoma macracanthus
SpeciesList.1835,1835,1835,Triaenodon obesus
SpeciesList.1836,1836,1836,Trinorfolkia cristata
SpeciesList.1837,1837,1837,Trygonoptera mucosa
SpeciesList.1838,1838,1838,Trygonoptera personata
SpeciesList.1841,1841,1841,Turbo cepoides
SpeciesList.1843,1843,1843,Tursiops truncatus
SpeciesList.1844,1844,1844,Tylosurus crocodilus
SpeciesList.1846,1846,1846,Upeneus tragula
SpeciesList.1847,1847,1847,Urolophus orarius
SpeciesList.1849,1849,1849,Valenciennea longipinnis
SpeciesList.1850,1850,1850,Valenciennea puellaris
SpeciesList.1851,1851,1851,Variola louti
SpeciesList.1854,1854,1854,Zebrasoma scopas
SpeciesList.1855,1855,1855,Zebrasoma veliferum
SpeciesList.1856,1856,1856,Zeus faber
SpeciesList.1862,1862,1862,Centropogon australis
SpeciesList.1863,1863,1863,Flabellina rubrolineata
SpeciesList.1864,1864,1864,Stellaster inspinosus
SpeciesList.1866,1866,1866,Hoplodoris grandiflora
SpeciesList.1867,1867,1867,Goniodiscaster seriatus
SpeciesList.1868,1868,1868,Cercodemas anceps
SpeciesList.1870,1870,1870,Amphiprion akindynos
SpeciesList.1871,1871,1871,Enneapterygius atrogulare
SpeciesList.1873,1873,1873,Turbo imperialis
SpeciesList.1875,1875,1875,Bodianus unimaculatus
SpeciesList.1878,1878,1878,Notoclinops segmentatus
SpeciesList.1879,1879,1879,Decapterus koheru
SpeciesList.1880,1880,1880,Forsterygion flavonigrum
SpeciesList.1881,1881,1881,Pempheris adspersa
SpeciesList.1882,1882,1882,Caprodon longimanus
SpeciesList.1883,1883,1883,Gymnothorax nubilus
SpeciesList.1884,1884,1884,Parma alboscapularis
SpeciesList.1885,1885,1885,Pseudolabrus miles
SpeciesList.1886,1886,1886,Ruanoho whero
SpeciesList.1887,1887,1887,Notolabrus celidotus
SpeciesList.1888,1888,1888,Evechinus chloroticus
SpeciesList.1889,1889,1889,Notoclinops yaldwyni
SpeciesList.1891,1891,1891,Cadlina nigrobranchiata
SpeciesList.1893,1893,1893,Microcyphus annulatus
SpeciesList.1894,1894,1894,Trinorfolkia clarkei
SpeciesList.1895,1895,1895,Pseudocaranx georgianus
SpeciesList.1896,1896,1896,Acanthurus bariene
SpeciesList.1897,1897,1897,Acanthurus leucocheilus
SpeciesList.1898,1898,1898,Acanthurus nigricans
SpeciesList.1899,1899,1899,Acanthurus pyroferus
SpeciesList.1903,1903,1903,Apolemichthys trimaculatus
SpeciesList.1905,1905,1905,Bodianus diana
SpeciesList.1906,1906,1906,Bryaninops yongei
SpeciesList.1908,1908,1908,Cephalopholis cyanostigma
SpeciesList.1911,1911,1911,Chaetodon baronessa
SpeciesList.1912,1912,1912,Chaetodon vagabundus
SpeciesList.1913,1913,1913,Chromis analis
SpeciesList.1914,1914,1914,Cirrhitichthys falco
SpeciesList.1915,1915,1915,Ctenochaetus binotatus
SpeciesList.1916,1916,1916,Ctenochaetus striatus
SpeciesList.1917,1917,1917,Culcita novaeguineae
SpeciesList.1918,1918,1918,Cypraea tigris
SpeciesList.1919,1919,1919,Dascyllus carneus
SpeciesList.1920,1920,1920,Echinaster luzonicus
SpeciesList.1921,1921,1921,Fusigobius spp.
SpeciesList.1922,1922,1922,Gorgasia barnesi
SpeciesList.1923,1923,1923,Halichoeres prosopeion
SpeciesList.1924,1924,1924,Heniochus varius
SpeciesList.1925,1925,1925,Lutjanus fulvus
SpeciesList.1926,1926,1926,Lutjanus gibbus
SpeciesList.1927,1927,1927,Macolor macularis
SpeciesList.1928,1928,1928,Nardoa novaecaledoniae
SpeciesList.1929,1929,1929,Naso lituratus
SpeciesList.1930,1930,1930,Odontodactylus scyllarus
SpeciesList.1931,1931,1931,Odonus niger
SpeciesList.1932,1932,1932,Oxycomanthus bennetti
SpeciesList.1933,1933,1933,Parapercis millepunctata
SpeciesList.1934,1934,1934,Parapercis tetracantha
SpeciesList.1936,1936,1936,Plectorhinchus vittatus
SpeciesList.1937,1937,1937,Pomacentrus amboinensis
SpeciesList.1938,1938,1938,Pomacentrus auriventris
SpeciesList.1939,1939,1939,Pomacentrus nigromanus
SpeciesList.1941,1941,1941,Premnas biaculeatus
SpeciesList.1944,1944,1944,Scarus rubroviolaceus
SpeciesList.1945,1945,1945,Scarus tricolor
SpeciesList.1946,1946,1946,Scolopsis affinis
SpeciesList.1947,1947,1947,Synaptula lamperti
SpeciesList.1948,1948,1948,Thor amboinensis
SpeciesList.1949,1949,1949,Ptilometra australis
SpeciesList.1950,1950,1950,Rhynchocinetes serratus
SpeciesList.1951,1951,1951,Elysia spp.
SpeciesList.1952,1952,1952,Bivalvia spp.
SpeciesList.1955,1955,1955,Coris dorsomacula
SpeciesList.1956,1956,1956,Pseudonepanthia nigrobrunnea
SpeciesList.1957,1957,1957,Comanthus trichoptera
SpeciesList.1959,1959,1959,Antedon incommoda
SpeciesList.1960,1960,1960,Comanthus tasmaniae
SpeciesList.1962,1962,1962,Aplysia parvula
SpeciesList.1963,1963,1963,Berthellina citrina
SpeciesList.1964,1964,1964,Stiliger smaragdinus
SpeciesList.1967,1967,1967,Chromodoris kuiteri
SpeciesList.1970,1970,1970,Strigopagurus strigimanus
SpeciesList.1971,1971,1971,Cancellus typus
SpeciesList.1972,1972,1972,Pagurus sinuatus
SpeciesList.1974,1974,1974,Pagurixus handrecki
SpeciesList.1977,1977,1977,Metacarcinus novaezelandiae
SpeciesList.1978,1978,1978,Notomithrax ursus
SpeciesList.1979,1979,1979,Amphiprion latezonatus
SpeciesList.1981,1981,1981,Cheilodipterus macrodon
SpeciesList.1982,1982,1982,Arripis georgianus
SpeciesList.1983,1983,1983,Petroscirtes breviceps
SpeciesList.1985,1985,1985,Pseudocaranx wrighti
SpeciesList.1986,1986,1986,Scomberoides commersonnianus
SpeciesList.1987,1987,1987,Trachinotus baillonii
SpeciesList.1988,1988,1988,Trachinotus blochii
SpeciesList.1989,1989,1989,Chaetodon adiergastos
SpeciesList.1990,1990,1990,Chaetodon guentheri
SpeciesList.1991,1991,1991,Chaetodon rafflesii
SpeciesList.1992,1992,1992,Notocirrhitus splendens
SpeciesList.1993,1993,1993,Heteroclinus whiteleggii
SpeciesList.1996,1996,1996,Gnathanacanthus goetzeei
SpeciesList.2000,2000,2000,Nesogobius hinsbyi
SpeciesList.2002,2002,2002,Valenciennea strigata
SpeciesList.2003,2003,2003,Bodianus perditio
SpeciesList.2004,2004,2004,Novaculoides macrolepidotus
SpeciesList.2005,2005,2005,Oxycheilinus bimaculatus
SpeciesList.2006,2006,2006,Thalassoma jansenii
SpeciesList.2007,2007,2007,Bodianus frenchii
SpeciesList.2008,2008,2008,Coris sandeyeri
SpeciesList.2009,2009,2009,Halichoeres hartzfeldii
SpeciesList.2011,2011,2011,Ophthalmolepis lineolatus
SpeciesList.2012,2012,2012,Pseudolabrus guentheri
SpeciesList.2013,2013,2013,Thalassoma septemfasciatum
SpeciesList.2014,2014,2014,Psammoperca waigiensis
SpeciesList.2015,2015,2015,Mendosoma lineatum
SpeciesList.2016,2016,2016,Gnathodentex aureolineatus
SpeciesList.2017,2017,2017,Parupeneus macronemus
SpeciesList.2018,2018,2018,Gymnothorax annasona
SpeciesList.2019,2019,2019,Gymnothorax pictus
SpeciesList.2020,2020,2020,Gymnothorax thrysoideus
SpeciesList.2021,2021,2021,Rhinomuraena quaesita
SpeciesList.2023,2023,2023,Centropyge eibli
SpeciesList.2024,2024,2024,Amphiprion mccullochi
SpeciesList.2025,2025,2025,Amphiprion perideraion
SpeciesList.2026,2026,2026,Pomacentrus brachialis
SpeciesList.2027,2027,2027,Chlorurus microrhinos
SpeciesList.2028,2028,2028,Scarus schlegeli
SpeciesList.2029,2029,2029,Argyrosomus japonicus
SpeciesList.2030,2030,2030,Neosebastes pandus
SpeciesList.2031,2031,2031,Aulacocephalus temminckii
SpeciesList.2032,2032,2032,Epinephelus coioides
SpeciesList.2033,2033,2033,Epinephelus rivulatus
SpeciesList.2034,2034,2034,Pseudanthias huchtii
SpeciesList.2036,2036,2036,Acanthopagrus australis
SpeciesList.2037,2037,2037,Arothron nigropunctatus
SpeciesList.2038,2038,2038,Optivus agastos
SpeciesList.2040,2040,2040,Enneapterygius rufopileus
SpeciesList.2041,2041,2041,Helcogramma striatum
SpeciesList.2042,2042,2042,Ruanoho decemdigitatus
SpeciesList.2044,2044,2044,Actinopterygii spp.
SpeciesList.2046,2046,2046,Taeniura lymma
SpeciesList.2047,2047,2047,Carcharias taurus
SpeciesList.2048,2048,2048,Orectolobus halei
SpeciesList.2049,2049,2049,Sutorectus tentaculatus
SpeciesList.2050,2050,2050,Dipturus whitleyi
SpeciesList.2053,2053,2053,Asymbolus analis
SpeciesList.2057,2057,2057,Petrolisthes elongatus
SpeciesList.2058,2058,2058,Nectocarcinus tuberculosus
SpeciesList.2060,2060,2060,Malacostraca spp.
SpeciesList.2061,2061,2061,Astrostole rodolphi
SpeciesList.2062,2062,2062,Astrostole scaber
SpeciesList.2064,2064,2064,Meridiastra calcar
SpeciesList.2065,2065,2065,Meridiastra gunnii
SpeciesList.2066,2066,2066,Meridiastra medius
SpeciesList.2067,2067,2067,Meridiastra occidens
SpeciesList.2068,2068,2068,Meridiastra oriens
SpeciesList.2071,2071,2071,Pseudonepanthia troughtoni
SpeciesList.2072,2072,2072,Celerina heffernani
SpeciesList.2073,2073,2073,Ophidiaster hemprichi
SpeciesList.2074,2074,2074,Amphimetra tessellata
SpeciesList.2076,2076,2076,Goniocidaris impressa
SpeciesList.2077,2077,2077,Echinostrephus aciculatus
SpeciesList.2078,2078,2078,Amblypneustes elevatus
SpeciesList.2082,2082,2082,Australostichopus mollis
SpeciesList.2085,2085,2085,Mimachlamys asperrima
SpeciesList.2089,2089,2089,Nototodarus gouldi
SpeciesList.2091,2091,2091,Penion maximus
SpeciesList.2092,2092,2092,Rhinoclavis bituberculata
SpeciesList.2093,2093,2093,Argobuccinum pustulosum
SpeciesList.2095,2095,2095,Drupella cornus
SpeciesList.2096,2096,2096,Morula nodulifera
SpeciesList.2097,2097,2097,Austrocochlea zeus
SpeciesList.2098,2098,2098,Calliostoma armillatum
SpeciesList.2099,2099,2099,Astralium tentorium
SpeciesList.2100,2100,2100,Turbo jourdani
SpeciesList.2101,2101,2101,Turbo pulcher
SpeciesList.2105,2105,2105,Chelidonura hirundinea
SpeciesList.2107,2107,2107,Chromodoris africana
SpeciesList.2108,2108,2108,Hypselodoris infucata
SpeciesList.2203,2203,2203,Enchelycore ramosa
SpeciesList.2224,2224,2224,Palaemon serenus
SpeciesList.2228,2228,2228,Platycephalus laevigatus
